Col1,Col2,Col3,Col4,Col5,Col6,Class
3,BMW,73,Male,1121,76537,Upper Middle Class
3,BMW,30,Female,992,12944,Middle Class
3,Toyota,51,Female,548,55465,Upper Middle Class
10,Chevrolet,42,Male,1993,99921,Upper Middle Class
4,Honda,61,Male,1215,55455,Middle Class
6,Chevrolet,71,Female,1360,64312,Upper Middle Class
10,Toyota,62,Female,755,58887,Upper Middle Class
4,BMW,79,Male,875,92445,Upper Middle Class
8,Chevrolet,82,Female,1660,94149,Middle Class
10,BMW,94,Female,1537,63451,Rich
1,Toyota,86,Male,1540,34364,Rich
10,Toyota,68,Male,1910,14182,Middle Class
3,Toyota,93,Male,1585,62391,Upper Middle Class
6,Chevrolet,26,Female,1896,14235,Middle Class
3,Honda,30,Male,1561,68491,Upper Middle Class
2,Chevrolet,55,Female,1727,65860,Middle Class
1,Honda,45,Female,1977,75458,Rich
9,Chevrolet,25,Male,1938,60647,Rich
10,BMW,29,Female,1488,68935,Middle Class
7,Chevrolet,26,Female,1776,85146,Upper Middle Class
5,BMW,32,Male,927,85676,Upper Middle Class
6,Chevrolet,100,Female,1197,23418,Middle Class
7,Chevrolet,79,Male,710,11627,Rich
1,Toyota,57,Male,1093,24307,Middle Class
8,Chevrolet,91,Male,1417,29604,Rich
7,Chevrolet,33,Female,1590,27213,Middle Class
2,Toyota,32,Female,1289,71601,Upper Middle Class
2,Chevrolet,79,Female,1408,91309,Middle Class
7,Chevrolet,18,Female,1270,17495,Middle Class
5,Toyota,91,Male,1003,88265,Upper Middle Class
1,Toyota,57,Male,1046,72543,Upper Middle Class
9,BMW,32,Male,1053,33832,Rich
5,BMW,58,Female,1622,64131,Middle Class
4,BMW,34,Female,1108,17339,Upper Middle Class
6,BMW,99,Female,530,29699,Upper Middle Class
8,Chevrolet,76,Female,1127,82480,Upper Middle Class
2,BMW,34,Female,1573,25549,Upper Middle Class
9,Toyota,60,Female,1809,83342,Upper Middle Class
5,BMW,75,Female,955,74034,Upper Middle Class
5,Chevrolet,40,Male,1993,12388,Rich
2,BMW,82,Male,1727,44340,Upper Middle Class
9,BMW,65,Female,1225,13688,Rich
5,BMW,98,Female,1066,97734,Upper Middle Class
5,Honda,37,Male,1651,88645,Middle Class
10,Toyota,37,Male,757,13707,Upper Middle Class
5,Toyota,40,Female,1530,80351,Middle Class
10,Toyota,57,Male,1724,87033,Middle Class
8,Honda,89,Female,917,27338,Middle Class
4,Toyota,48,Male,1040,83582,Upper Middle Class
9,BMW,68,Male,1768,30547,Upper Middle Class
10,Chevrolet,79,Female,1193,52087,Middle Class
5,Toyota,74,Female,601,47605,Upper Middle Class
3,Toyota,92,Female,1409,48095,Middle Class
5,BMW,43,Male,1608,21670,Upper Middle Class
5,Chevrolet,100,Female,1842,69317,Rich
4,Honda,49,Female,1891,44774,Upper Middle Class
1,Toyota,24,Male,664,34147,Rich
6,Toyota,52,Male,1133,88166,Upper Middle Class
4,BMW,69,Female,1204,45436,Rich
8,Chevrolet,42,Female,1406,98600,Rich
8,Chevrolet,64,Male,814,32546,Upper Middle Class
6,BMW,53,Female,844,91520,Rich
2,BMW,24,Female,923,66059,Middle Class
5,Honda,97,Male,1569,76990,Rich
4,Toyota,87,Male,1495,34112,Upper Middle Class
3,Chevrolet,84,Female,1884,22475,Middle Class
8,Toyota,65,Female,1966,52895,Upper Middle Class
7,BMW,91,Female,1167,96492,Rich
5,Toyota,63,Male,1105,75366,Middle Class
8,Honda,57,Female,1083,16327,Middle Class
7,BMW,32,Male,1281,49759,Upper Middle Class
2,Toyota,67,Female,1877,77400,Upper Middle Class
5,Chevrolet,26,Female,1610,86341,Middle Class
8,Toyota,56,Female,1566,95855,Upper Middle Class
7,BMW,48,Female,1584,38236,Rich
10,Toyota,20,Male,879,79739,Upper Middle Class
6,BMW,66,Male,1521,53780,Rich
1,BMW,26,Female,1756,72752,Upper Middle Class
8,BMW,19,Female,1740,35491,Upper Middle Class
1,Chevrolet,48,Female,1723,21771,Upper Middle Class
2,Chevrolet,96,Male,1948,48814,Rich
5,Honda,44,Female,1728,94665,Middle Class
3,Chevrolet,88,Female,1941,66896,Rich
9,Chevrolet,92,Female,1803,16256,Upper Middle Class
6,Honda,94,Female,904,18989,Upper Middle Class
4,Honda,37,Male,743,81966,Rich
4,Chevrolet,18,Female,967,16461,Rich
8,BMW,39,Female,1741,28611,Middle Class
10,Chevrolet,72,Male,1722,11756,Upper Middle Class
7,Chevrolet,28,Female,1105,70879,Middle Class
8,Honda,99,Female,507,66753,Middle Class
7,Honda,79,Female,1125,57135,Rich
8,Chevrolet,34,Female,1713,20937,Middle Class
4,Chevrolet,52,Male,1867,83368,Upper Middle Class
8,BMW,46,Male,1396,53365,Rich
5,Toyota,87,Female,1079,11676,Upper Middle Class
2,BMW,25,Male,1854,23673,Rich
7,BMW,43,Female,1045,53966,Rich
4,BMW,99,Female,1747,70170,Rich
4,Toyota,52,Male,1463,23107,Upper Middle Class
2,Honda,48,Male,1719,50665,Middle Class
2,Chevrolet,20,Female,1198,33708,Rich
4,Chevrolet,90,Female,990,52720,Middle Class
5,Toyota,87,Male,1407,98190,Rich
4,Honda,83,Male,1679,27109,Middle Class
5,Toyota,96,Male,952,90105,Rich
9,Chevrolet,51,Male,565,90086,Rich
8,Toyota,36,Male,1738,68073,Rich
9,BMW,94,Male,1248,25998,Middle Class
5,Toyota,39,Female,1448,63034,Upper Middle Class
10,Toyota,98,Female,1852,61666,Rich
10,BMW,85,Female,1087,11441,Middle Class
4,Honda,88,Male,1642,92152,Rich
1,Chevrolet,67,Male,1096,48497,Upper Middle Class
4,Honda,27,Female,1625,77484,Rich
9,BMW,57,Male,574,84471,Rich
4,BMW,67,Male,1041,14244,Rich
1,Honda,66,Female,1991,52385,Middle Class
3,Honda,75,Male,1519,26711,Rich
2,Chevrolet,18,Female,935,11774,Upper Middle Class
10,Chevrolet,79,Female,511,53272,Rich
10,Chevrolet,21,Female,1829,77537,Rich
9,Toyota,20,Male,1550,84453,Middle Class
8,Chevrolet,72,Male,1049,10141,Middle Class
2,Toyota,79,Male,662,12747,Upper Middle Class
7,Toyota,97,Female,1733,11107,Middle Class
5,Toyota,66,Female,654,99642,Rich
8,Chevrolet,36,Male,1966,22230,Rich
3,Honda,43,Female,1078,68688,Rich
4,Chevrolet,88,Male,1483,37330,Rich
2,Chevrolet,33,Male,1760,55270,Upper Middle Class
2,Toyota,47,Female,1620,68562,Middle Class
1,Chevrolet,33,Female,1842,44980,Rich
1,Toyota,93,Male,1846,31864,Rich
4,Toyota,54,Male,639,29425,Rich
3,Toyota,92,Female,1520,97594,Rich
5,Chevrolet,93,Male,1420,99907,Middle Class
1,BMW,97,Female,960,24428,Middle Class
6,Toyota,70,Female,1836,80114,Upper Middle Class
5,Honda,75,Male,1265,22980,Rich
5,BMW,99,Male,530,59192,Middle Class
5,Honda,99,Male,1739,70826,Rich
8,Toyota,38,Male,1500,41202,Upper Middle Class
1,BMW,44,Female,1189,18321,Rich
9,Honda,81,Female,1549,38188,Upper Middle Class
4,BMW,86,Female,817,79421,Middle Class
3,Honda,61,Male,1007,48877,Middle Class
9,Chevrolet,57,Male,989,59958,Middle Class
10,BMW,51,Male,1739,42721,Middle Class
9,BMW,61,Female,1556,65681,Upper Middle Class
5,BMW,73,Male,1567,40564,Middle Class
3,Chevrolet,45,Male,1872,53356,Rich
2,Honda,22,Female,505,52546,Middle Class
6,Honda,46,Male,903,41938,Upper Middle Class
4,Honda,41,Male,1496,55736,Rich
8,BMW,47,Female,1486,64081,Rich
3,Honda,21,Male,1632,88127,Upper Middle Class
1,Honda,25,Male,612,98662,Middle Class
6,BMW,89,Male,1959,87176,Upper Middle Class
1,Chevrolet,36,Male,775,21421,Rich
8,Chevrolet,80,Male,984,17417,Rich
9,Chevrolet,41,Male,950,37001,Rich
4,Toyota,63,Female,617,30744,Middle Class
3,Toyota,38,Male,1200,19806,Rich
1,BMW,51,Male,1574,17272,Rich
4,Chevrolet,51,Male,1031,64252,Middle Class
4,Chevrolet,51,Female,1593,96196,Middle Class
10,BMW,74,Female,1468,52170,Upper Middle Class
10,Chevrolet,37,Female,606,47449,Upper Middle Class
8,Chevrolet,55,Female,1765,46071,Rich
3,BMW,73,Male,1566,93979,Upper Middle Class
7,Honda,42,Male,720,90697,Upper Middle Class
10,Toyota,92,Female,1702,74497,Upper Middle Class
5,Toyota,75,Female,1743,20996,Rich
3,Honda,68,Female,642,67073,Middle Class
8,BMW,89,Female,644,96752,Rich
5,Toyota,51,Male,941,45830,Middle Class
5,Honda,57,Female,1360,44772,Upper Middle Class
1,Chevrolet,65,Male,1740,93831,Upper Middle Class
8,Toyota,67,Female,712,99751,Middle Class
8,Honda,21,Male,1556,98731,Upper Middle Class
5,BMW,45,Male,1554,64029,Middle Class
9,Chevrolet,79,Female,603,81620,Upper Middle Class
6,Honda,58,Female,1485,63551,Rich
6,Chevrolet,79,Male,1826,97708,Middle Class
8,BMW,62,Male,1492,25271,Middle Class
1,Toyota,41,Female,1301,15195,Upper Middle Class
2,BMW,48,Male,548,96757,Rich
4,Toyota,45,Male,709,31180,Upper Middle Class
7,BMW,96,Female,1636,80896,Middle Class
5,Toyota,30,Female,1246,49212,Upper Middle Class
7,Toyota,70,Male,1312,96311,Rich
3,Honda,22,Male,801,27496,Middle Class
4,Honda,90,Male,907,82859,Rich
1,Honda,96,Female,766,11590,Middle Class
7,Toyota,33,Female,693,34880,Rich
10,Honda,99,Female,1864,81969,Middle Class
3,Chevrolet,92,Female,747,59513,Middle Class
10,Chevrolet,47,Female,1871,66619,Upper Middle Class
4,BMW,72,Male,744,12646,Rich
2,Toyota,24,Male,1893,62725,Middle Class
6,Chevrolet,100,Female,1668,45805,Rich
10,Toyota,45,Female,1435,31174,Middle Class
6,Honda,23,Female,1913,28533,Rich
10,BMW,55,Male,772,42022,Middle Class
5,Toyota,57,Female,1247,25985,Upper Middle Class
6,Chevrolet,25,Female,758,58132,Rich
2,Toyota,26,Female,1114,58002,Upper Middle Class
4,Toyota,89,Male,1748,19444,Rich
9,BMW,85,Male,1865,54586,Upper Middle Class
3,Honda,59,Female,1434,99538,Upper Middle Class
3,Chevrolet,60,Female,893,22255,Upper Middle Class
9,Toyota,99,Male,1109,17779,Middle Class
6,Toyota,54,Male,1285,19349,Upper Middle Class
8,Chevrolet,78,Female,534,72919,Upper Middle Class
1,Toyota,58,Male,713,62773,Upper Middle Class
5,Toyota,41,Female,968,95888,Upper Middle Class
9,Toyota,85,Male,1127,44908,Upper Middle Class
2,Chevrolet,74,Female,1178,33702,Rich
8,Toyota,85,Male,549,39777,Rich
1,Honda,44,Male,808,77082,Middle Class
3,BMW,67,Male,1074,33910,Rich
10,Chevrolet,82,Female,1104,46292,Middle Class
6,BMW,23,Female,1623,53681,Upper Middle Class
10,BMW,21,Female,1950,33197,Middle Class
8,BMW,65,Female,512,44716,Rich
7,Honda,32,Male,591,48160,Middle Class
7,Toyota,86,Male,1233,10692,Middle Class
8,Chevrolet,41,Female,990,27451,Rich
3,Toyota,49,Male,1038,98102,Upper Middle Class
3,BMW,52,Female,1872,69389,Middle Class
8,Toyota,79,Female,1328,43967,Upper Middle Class
7,Chevrolet,24,Male,1976,74272,Rich
10,BMW,67,Female,1079,82442,Upper Middle Class
1,Honda,83,Male,1881,44886,Upper Middle Class
9,Toyota,81,Male,1104,30580,Middle Class
8,Chevrolet,27,Female,1926,13820,Middle Class
7,Honda,49,Male,1499,72831,Upper Middle Class
5,Toyota,29,Male,1822,27378,Middle Class
5,Toyota,38,Male,1857,89582,Upper Middle Class
5,Chevrolet,71,Female,1356,50291,Upper Middle Class
7,Honda,26,Male,1500,61823,Middle Class
5,Chevrolet,51,Female,1936,65065,Upper Middle Class
9,Chevrolet,25,Female,1332,64124,Middle Class
2,Honda,33,Male,1421,52836,Upper Middle Class
9,Honda,90,Female,1802,58661,Upper Middle Class
10,Toyota,75,Male,1114,88897,Rich
7,Chevrolet,84,Male,896,51405,Middle Class
9,BMW,20,Male,794,69580,Rich
10,Chevrolet,32,Male,1108,58754,Rich
8,Toyota,25,Male,777,17777,Rich
10,Honda,99,Male,1977,87656,Upper Middle Class
10,Honda,43,Female,596,54243,Upper Middle Class
10,Chevrolet,56,Female,691,94592,Rich
3,BMW,84,Male,789,95329,Middle Class
1,Chevrolet,43,Female,1850,21317,Rich
7,Toyota,72,Male,739,25857,Middle Class
9,BMW,63,Female,508,84844,Upper Middle Class
3,Toyota,23,Female,1844,28737,Upper Middle Class
6,Honda,74,Male,1482,32944,Middle Class
4,Honda,86,Male,1048,92234,Upper Middle Class
1,Honda,33,Male,1787,83211,Rich
3,Toyota,73,Male,1831,77162,Rich
5,Honda,36,Female,1314,80295,Upper Middle Class
7,Honda,51,Female,1018,87324,Rich
8,Honda,94,Male,1357,27606,Rich
10,Toyota,42,Male,1929,32431,Middle Class
8,Toyota,80,Male,1293,68473,Rich
10,Chevrolet,20,Female,1621,76440,Upper Middle Class
3,BMW,32,Male,1924,20025,Upper Middle Class
8,Toyota,99,Female,1135,61240,Rich
5,Honda,94,Female,1247,68405,Upper Middle Class
10,Honda,45,Male,1438,56261,Middle Class
4,BMW,72,Female,557,47950,Rich
5,Toyota,37,Female,1763,23553,Upper Middle Class
3,Toyota,61,Male,683,23029,Upper Middle Class
4,BMW,70,Female,865,98657,Upper Middle Class
10,Chevrolet,42,Male,640,58720,Middle Class
10,Toyota,61,Female,1507,18777,Middle Class
1,Toyota,41,Female,1073,99014,Rich
4,Toyota,52,Female,1986,80757,Upper Middle Class
1,Honda,92,Female,1993,71716,Middle Class
7,Toyota,96,Female,1519,31028,Middle Class
6,Toyota,70,Male,1004,28090,Upper Middle Class
10,Honda,76,Male,1507,59184,Middle Class
5,BMW,59,Male,975,75500,Rich
2,Chevrolet,67,Male,583,95748,Middle Class
7,BMW,93,Male,1051,88937,Middle Class
6,BMW,54,Male,1015,98198,Middle Class
1,BMW,49,Female,1059,74704,Upper Middle Class
7,BMW,37,Female,1032,80375,Upper Middle Class
9,Honda,28,Female,1083,35958,Rich
6,Toyota,20,Male,1577,69048,Upper Middle Class
4,Toyota,94,Female,1726,62173,Upper Middle Class
9,Chevrolet,33,Male,674,81792,Middle Class
3,Chevrolet,38,Male,1455,40908,Rich
7,BMW,44,Female,1536,71559,Rich
7,BMW,60,Male,629,23050,Rich
2,BMW,21,Male,1129,70220,Upper Middle Class
10,BMW,27,Male,1136,99823,Middle Class
3,Honda,27,Male,941,21342,Upper Middle Class
5,Toyota,85,Male,1640,11334,Upper Middle Class
1,Toyota,57,Female,1118,93772,Upper Middle Class
4,BMW,25,Male,1839,44935,Rich
8,BMW,31,Male,853,92589,Rich
2,BMW,96,Male,1011,25888,Rich
2,BMW,92,Female,803,82543,Middle Class
7,Chevrolet,57,Female,1230,88891,Rich
3,Honda,99,Female,1011,10522,Middle Class
10,Chevrolet,94,Female,1769,12409,Middle Class
1,Chevrolet,97,Male,933,62876,Rich
8,Honda,47,Male,990,49667,Middle Class
2,Chevrolet,28,Female,967,27066,Rich
6,Chevrolet,88,Male,1911,22774,Upper Middle Class
10,Honda,26,Female,1297,39687,Upper Middle Class
8,BMW,32,Female,700,78211,Middle Class
7,Chevrolet,79,Female,1436,64469,Middle Class
8,Chevrolet,50,Male,1977,90035,Upper Middle Class
3,Toyota,33,Male,1365,94351,Middle Class
4,BMW,53,Female,1957,13246,Upper Middle Class
7,BMW,82,Male,1583,45473,Rich
8,Toyota,34,Male,1770,40400,Middle Class
3,Toyota,89,Male,1503,43972,Rich
3,Chevrolet,78,Male,803,86860,Upper Middle Class
10,BMW,89,Female,1035,28128,Rich
4,Toyota,23,Male,854,12963,Upper Middle Class
7,Chevrolet,85,Male,748,40337,Middle Class
4,Chevrolet,39,Male,656,42475,Rich
4,BMW,34,Female,747,19475,Upper Middle Class
5,Chevrolet,43,Male,1489,88212,Upper Middle Class
4,Toyota,28,Female,1624,54984,Middle Class
5,Honda,38,Male,1188,40680,Rich
4,Chevrolet,45,Female,1174,53706,Middle Class
4,Chevrolet,49,Female,610,14344,Upper Middle Class
8,Honda,41,Male,1831,70356,Upper Middle Class
2,Chevrolet,99,Female,885,50258,Middle Class
9,BMW,41,Male,1763,93757,Middle Class
5,BMW,75,Male,1150,91055,Middle Class
8,Honda,42,Male,1631,73041,Upper Middle Class
6,Chevrolet,59,Male,1973,25571,Upper Middle Class
1,BMW,54,Female,1776,60119,Middle Class
6,Chevrolet,22,Male,1319,21868,Middle Class
10,BMW,90,Female,1501,53812,Rich
7,BMW,71,Female,1298,27957,Middle Class
5,BMW,43,Female,700,26233,Rich
7,Chevrolet,30,Male,651,26433,Middle Class
2,BMW,89,Female,615,51224,Rich
2,Honda,88,Male,773,50201,Middle Class
5,Chevrolet,89,Female,1995,88415,Upper Middle Class
2,BMW,59,Male,1587,36895,Middle Class
5,Honda,88,Male,558,36583,Rich
4,Toyota,28,Male,1509,65682,Upper Middle Class
5,Toyota,39,Female,1977,39128,Rich
10,Honda,67,Male,826,31715,Upper Middle Class
6,BMW,31,Female,636,74714,Middle Class
8,Honda,97,Male,913,61891,Upper Middle Class
4,Toyota,91,Male,621,59534,Upper Middle Class
8,Toyota,90,Male,1746,83547,Upper Middle Class
1,Honda,96,Female,1366,81020,Middle Class
4,Toyota,98,Male,1814,67086,Middle Class
2,Chevrolet,88,Female,1659,56074,Rich
9,Honda,74,Female,1511,83890,Upper Middle Class
10,Honda,56,Male,967,98999,Middle Class
9,BMW,64,Female,1911,97297,Middle Class
9,Chevrolet,85,Male,726,90906,Rich
3,BMW,41,Female,1073,92544,Middle Class
5,Toyota,45,Male,998,82141,Upper Middle Class
10,Toyota,86,Female,1468,89606,Middle Class
2,Honda,67,Male,1626,49816,Middle Class
2,BMW,57,Male,1180,37958,Middle Class
10,BMW,92,Male,1174,11151,Middle Class
4,Chevrolet,39,Male,1793,42591,Middle Class
1,Honda,18,Male,1568,56715,Upper Middle Class
1,Honda,24,Female,1089,79034,Rich
5,Chevrolet,24,Male,1074,28842,Upper Middle Class
2,BMW,35,Male,997,52933,Rich
7,BMW,63,Female,1629,87531,Rich
4,Toyota,43,Female,1587,99640,Rich
5,Toyota,43,Female,1188,84581,Middle Class
1,Toyota,33,Female,1681,52357,Rich
8,BMW,78,Female,1881,92824,Upper Middle Class
3,Chevrolet,76,Male,1314,89558,Upper Middle Class
9,Toyota,40,Female,1476,64305,Rich
10,Toyota,65,Male,1872,47530,Upper Middle Class
9,Honda,41,Male,1851,50602,Rich
6,Honda,36,Male,530,46495,Upper Middle Class
9,BMW,76,Female,938,97505,Upper Middle Class
3,Honda,50,Male,924,29740,Rich
2,BMW,46,Female,1695,37750,Middle Class
4,Chevrolet,27,Male,1123,78119,Upper Middle Class
4,BMW,63,Male,1178,94812,Upper Middle Class
9,BMW,90,Female,793,97917,Upper Middle Class
6,Toyota,34,Male,839,31788,Middle Class
8,Chevrolet,40,Female,1498,91580,Middle Class
6,BMW,91,Female,1029,86731,Upper Middle Class
1,Honda,70,Male,1943,13089,Upper Middle Class
2,Toyota,94,Female,1110,53625,Upper Middle Class
1,Toyota,83,Male,1568,42985,Upper Middle Class
2,Honda,61,Female,1618,59406,Middle Class
7,Chevrolet,26,Female,1494,43359,Rich
6,Honda,42,Female,773,40866,Upper Middle Class
9,BMW,43,Male,1375,96962,Middle Class
9,Chevrolet,55,Male,1840,79919,Rich
7,Toyota,39,Female,943,96449,Upper Middle Class
8,Chevrolet,94,Female,1027,91681,Middle Class
8,Toyota,81,Male,1169,16650,Middle Class
3,BMW,70,Male,1602,92082,Upper Middle Class
6,Toyota,100,Female,1461,65895,Rich
10,Honda,52,Male,650,84931,Upper Middle Class
3,BMW,71,Female,1858,66129,Middle Class
10,Chevrolet,91,Male,1150,12112,Upper Middle Class
5,Chevrolet,27,Female,504,69359,Rich
8,Honda,52,Female,1834,85962,Upper Middle Class
10,Honda,77,Male,606,70132,Middle Class
3,BMW,74,Male,1850,83876,Upper Middle Class
3,Chevrolet,86,Male,913,71429,Upper Middle Class
10,BMW,58,Male,1828,69289,Rich
1,Toyota,49,Male,1746,96361,Upper Middle Class
